Nome,Titulo,Texto,Data,Review
Alexandre,Vale a pena se comprar com desconto,"Após comprar o Kindle passei a ler livros como nunca, inclusive aprimorando idiomas estrangeiros com ajuda dos dicionários embutidos offline, e por isso já é bom o suficiente para não se arrepender da compra. Gosto do fato de que é possível usar fontes personalizadas e configurar algumas configurações de tipografia, embora, acho péssimo o fato de que ele hifeniza demais os parágrafos. Os dicionários Priberam de língua portuguesa que vêm no produto, são péssimos, com definições muito rasas, ou óbvias, ou sinônimos, ou invés de algo que permita compreender um conceito, isso se não ausentes por completo. A resolução da tela é só satisfatória, não tendo muita nitidez em certas fontes em certos tamanhos e espessuras de traço, e o contraste não fica tão bom em ambientes mais sombreados com a luz de fundo ativa. A luz de fundo vaza mais na parte de baixo e não ilumina tão bem em cima, e é demasiadamente fria. Uma luz quente geraria mais conforto. A construção é de um plástico bem liso e escorregadio, o que é decepcionante para quem já teve um Kindle mais emborrachado e metálico, como o Kindle 4 por exemplo. A bateria dura o suficiente. O Kindle Unlimited é mais ou menos, tendo coisas boas, mas os melhores livros acabam sendo pagos individualmente. Quanto ao catálogo de livros, tem muita coisa excelente, mas é necessário procurar bem, pois estão misturados em um monte de porcaria auto-publicada (por que será?) como livros eróticos que refletem uma cultura patriarcal e machista (Um bebê para o CEO, A Virgem do Xeique, etc). Em resumo considero que não vale a pena pagar os 350 reais padrão, mas na faixa dos 270 até 300 reais já se torna interessante, do contrário é melhor optar por um Paperwhite.",Avaliado no Brasil em 5 de setembro de 2021,"4,0 de 5 estrelas"
Samara Cerqueira,"Muito bom e útil, também, para estudo!","O produto é muito bom. Atendeu minhas expectativas. Tenho um Kobo Glo que comprei em 2014 e resolvi comprar o Kindle mais básico devido ao acervo (e preço) de livros da Amazon e, também, porque aderi ao ""Kindle Unlimited"" (comecei a ler mais livros disponíveis na Amazon e não gosto de ler pelo tablet, celular ou computador, porque meus olhos ficam ""cansados"", o que não ocorre com os E-Readers). O Kindle também é muito útil para ler os artigos da pós-graduação, que são em PDF, mas envio para o meu e-mail da Amazon que os converte automaticamente para o formato aceito pelo aparelho, facilitando a leitura (dá para fazer marcações e notas).Eu amei o aparelho e, para quem quer ""apenas ler"", acredito que a versão mais básica/barata seja suficiente para suprir essa necessidade, sem contar que ele tem muitas funcionalidades que vão além do ""básico"".Fiz a compra em outra loja, pois o branco sempre estava fora de estoque aqui na Amazon.",Avaliado no Brasil em 29 de agosto de 2020,"5,0 de 5 estrelas"
Lívia,"Novo Kindle, cada vez melhor","Tive 2 outros Kindles antes (4ª geração e 8ª geração), mas sempre namorava o PaperWhite - que não comprava pelo preço bem mais salgado e porque geralmente não lia em ambientes escuros. O Novo Kindle ganhou meu coração. Apesar de ser um pouco mais pesado que o anterior, não torna a leitura cansativa. A iluminação é ótima - realmente só faço uso dela a noite, e durante o dia sigo com os leds desligados.Foi uma ideia brilhante combinar o lançamento com a promoção do Kindle Unlimited que é incrível, apesar de ainda limitado (seria interessante se todos os livros disponíveis no formato e-book estivessem disponíveis depois do hype do lançamento).Indico o Kindle e a Amazon até o fim.",Avaliado no Brasil em 7 de maio de 2019,"5,0 de 5 estrelas"
Giulianna,"Leve, compacto e super versátil para as necessidades do dia a dia.","Sobre o produto: A luz embutida e a qualidade da tela são ótimas. O produto além de atender as minhas expectativas em geral, é leve e compacto, bom para quem não tem muito espaço na mochila ou na bolsa, uma alternativa mais eficiente do que carregar diversos livros. Já coloquei mais duzentos livros nele, sem nenhuma dificuldade. O brilho da tela é ajustável, assim como as letras dos livros convertidos. A leitura não cansa a vista. Um dos fatores que mais me surpreenderam foi a opção de tradução das palavras em língua estrangeira, assim como a busca no dicionário ou na Wikipedia, com o uso da internet. Excelente para mim, que sou estudante de Espanhol e estou utilizando o Kindle para estudo e leitura neste idioma. O fio funciona bem em notebooks e computadores, assim como em caixinhas base de celulares, este último sendo melhor para carregar o Kindle (mais rápido).Se atendeu minhas expectativas: Sim, atendeu tudo aquilo que eu esperava dele. Só tem dois problemas que encontrei, mas que não considero ""problemas"" mesmo. Primeiro que se você compra um Kindle 4gb, espere que a memória seja de 2gb e pouco, porque o resto do espaço é utilizado pelo sistema; o mesmo se for comprar um de 8gb e assim por diante, o sistema em si gasta 2gb e pouco de espaço. Novamente, uma questão de gosto. Tirando essa questão, a memória é mais do que suficiente, pois no momento está lidando bem com os mais de duzentos livros que coloquei no Kindle. O segundo, que é mais por um gosto meu, é que quando as coleções são criadas, os livros adicionados continuam soltos no meu, mas isso é mais por uma questão de TOC do que por dificuldade.Enfim, recomendo este Kindle para todos, por seu preço-benefício e qualidade.",Avaliado no Brasil em 5 de maio de 2020,"5,0 de 5 estrelas"
Luiz Eduardo Moshe,"Branquinho, sem marcas de dedos!","Esse Kindle é ótimo, para o meu uso entrega o mesmo que o paperwhite. A duração da bateria é excelente, já li livros inteiros sem precisar carregar. O produto não te deixa em apuros, funciona plenamente e nunca tive qualquer problema no uso (só o dicionário que não é tão funcional). Ainda prefiro livros físicos, mas é uma boa aquisição até para leitores clássicos, já que você consegue baixar algumas obras de dúvida para análise prévia, vale muito a pena para esse fim. Para leitores de Graphics Novels não é um bom aparelho, a qualidade e a dinâmica não ficam legal mesmo em quadrinhos em preto e branco. Esse modelo é o ideal para iniciar na leitura digital, é leve e não cansa nas mãos, você lê no sol da praia ao escuro do quarto à noite sem dificuldades. O melhor da cor branca é que não ficam marcadas as digitais como no modelo preto, em especial resíduos de protetor solar ou demais produtos de uso diário.",Avaliado no Brasil em 30 de outubro de 2021,"5,0 de 5 estrelas"
Vitória,Kindle arranhado,"Ótimo kindle. Mas veio com uns arranhões de fábrica que só consegui notar quando usei na luz do sol e que me deixaram frustrada, pq comprei o kindle ""novo"" na Amazon e isso não deveria acontecer.",Avaliado no Brasil em 2 de maio de 2020,"2,0 de 5 estrelas"
ISABELA DOS SANTOS HENRIQUES,Leitura confortável - com a de um livro impresso - e compacto para levar na bolsa e em viagens,"O kindle pesa muito pouco e é fininho. Fácil de levar em uma bolsa pequena. Tenho usado muito para ler no trajeto para o trabalho, no metrô e VLT.A leitura no kindle é tão confortável quanto em um livro impresso. Era essa a minha maior preocupação antes de comprar – ou melhor, ganhar do maridão – o kindle 10a geração.O grande atrativo do Novo Kindle 10a. geração é a iluminação por LED. A luz embutida ajustável permite que você leia confortavelmente por horas – em lugares fechados e durante a noite.O Novo Kindle 10a. geração é a versão básica com um quê de especial: a luz embutida, antes apenas presente nas versões mais caras.Outras vantagens do Kindle 10a geração:A tela de 167 ppi proporciona uma leitura sem reflexo, mesmo sob a luz do sol. É como se você estivesse lendo em papel.Download de alta velocidade: os livros são baixados diretamente no seu kindle. Você pode comprar um novo livro tanto pelo kindle quanto pelo computador e, nas duas situações, o download é feito direto para o kindle.É possível destacar partes do texto, melhorar seu vocabulário com o dicionário, traduzir palavras e ajustar o tamanho da fonte.Grande armazenamento: com 4G de memória você pode armazenar milhares de livros e armazená-los na sua biblioteca, que está sempre disponível nas suas mãos.Uma carga que dura semanas.A leitura pode ser feita apenas com uma mão – ideal para a amamentação da madrugada.",Avaliado no Brasil em 13 de fevereiro de 2020,"5,0 de 5 estrelas"
Letty,Ótimo,"Esse é o kindle mais básico para se ter e se quiser pegar algum, recomendo começar por esse. Faz poucos dias que estou com ele então não tenho muito o que dizer mas que eu gostei bastante. Compre e use, evite gastar a bateria do seu celular já que a do kindle dura muito mais e é feito essencialmente para a leitura, obviamente.Estou gostando do que estou vivenciando com ele até agora e finalmente posso ler minhas coisinhas sem me preocupar tanto com bateria ou acabar não enxergando bem as letras, mas ele é ótimo para tudo isso. Nunca irei deixar meus livros físicos de lado pois eu os amo em minhas mãos, mas também é bom ter um kindle. Lembrando que isso é para leitura, somente isso, não compre achando que terá outras funções.Se puder, pegue os acessórios para ele, nada melhor que ter tudo mais ""completinho"".",Avaliado no Brasil em 12 de dezembro de 2021,"5,0 de 5 estrelas"
T. Reis,"Bom ereader, mas a bateria poderia ser melhor","Uso ereaders há anos, mas esse é meu primeiro Kindle. Antes havia tido um Lev e um Kobo. Comparado a esses dois, ambos com iluminação embutida, a bateria do Kindle dura muito menos. Isso chega a incomodar um pouco, a ponto de eu ir procurar saber se o meu não estava com defeito. Numa tarde de leitura a bateria cai uns 35%. Nos demais eu lia sem qualquer preocupação a bateria durava demais.Dito isso: para leitura de literatura o dispositivo é muito bom. Meus livros raramente têm imagens, então a qualidade um pouco inferior da tela - comparada à tela do Paperwhite - não prejudica. O dicionário integrado funciona bem (tem dicionários PT Br e estrangeiros, além de link pra Wikipedia), o touch é bom - sendo simples grifar-, e a facilidade de compra na Amazon é incomparável.Para estudo não acho tão bom. Não é tão simples navegar entre páginas ou capítulos e documentos do Word ou .pdf não ficam tão bons na tela.Senti falta da possibilidade de configurar a mudança de página ou outros comandos de forma diferente da padrão. Se há, não descobri ainda como fazer.Comprei com uma capa de proteção. Ela ajuda a manter a integridade do dispositivo (que não é barato...) e, ao ser fechada, hiberna o Kindle, de modo que é também prática.",Avaliado no Brasil em 29 de setembro de 2020,"4,0 de 5 estrelas"
Aline Souza,É um bom leitor mas tem suas ressalvas,"O Kindle é bom e cumpre seu propósito. Se lê nitidamente livros como se fosse papel, mas para a leitura de HQ's e mangás há infelizmente perda de qualidade na visualização das imagens. Acredito que o Papperwite tenha mais vantagem pois o mesmo possui mais nítidade nisso. A luz embutidada pode ser ajustado da mais luminosa a luminosidade nenhuma. A bateria pra mim tem sido de início uma preocupação pois na primeira carga que dei no outro dia caiu pra 64%. Quando pedi o suporte o atendente me explicou. A bateria vai durar essas ""semanas"" se estiver de acordo com algumas especificidades: modo avião ligado, luminosidade da tela entre 8-0, não baixar muitos documentos. Estou aprendendo a lidar com ele, mas acredito que irei utiliza-lo bastante.",Avaliado no Brasil em 5 de setembro de 2021,"4,0 de 5 estrelas"
Marina Petris Boni,Minha experiência de 4 meses com o Kindle,"Com certeza é a melhor compra que eu já fiz... É o meu primeiro Kindle e já estou amando, porém como qualquer outra coisa, ele não é perfeito. Eu uso em média 3 horas por dia e a luz em 2, e a duração da bateria é em média 10 dias, porém teve uma vez que eu usei ele bem pouco e a bateria durou quase 6 semanas, então tudo depende do seu ritmo de leitura. A tela é muito boa, a iluminação é super confortável para os olhos, só sinto falta do modo escuro (se vc realmente quer isso, pegue o paperwhite), cabe muitooos livros, e vive tendo ebooks bons de graça aqui na Amazon (recomendo seguir ebooksgratuitoss no insta, postam todo dia vários que estão de graça no dia) e o Kindle Unlimited tbm é maravilhoso, entretanto é um pouco caro, prefiro comprar os ebooks que vão ser em média de 2,99, as vezes o touch dele não responde na hora, mas tbm ele não é feito para ser igual a de um celular. Consegue enviar documentos e livros que você baixa em outros sites pelo cabo USB ou pelo e-mail que vc cadastra nele (sendo super prático, apenas enviar o documento e se quiser converter para mobi, apenas coloca no assunto do e-mail Convert) e ele chega na hora nele se o Wi-Fi estiver ligado, e você consegue ler o livro sem Internet sim, mas só se ele já estiver baixado. Portanto, resumindo... Recomendo demais, se você estiver em dúvida se compra ou não, pode comprar.",Avaliado no Brasil em 26 de outubro de 2020,"5,0 de 5 estrelas"
Flávia Mendonça,O produto atendeu as minhas expectativas mas a experiência de compra não,"É o meu primeiro Kindle e até o momento tenho gostado bastante dele. Muito leve, luz confortável e a leitura rende muito mais comparada ao livro de papel. Ele chegou com 40% de bateria e só hoje, após 15 dias é que estou carregando pela primeira vez. No entanto, a minha experiência de compra não foi satisfatória. Eu comprei o kindle mais uma capa e escolhi pagar parcelado no cartão de crédito. Porém, o valor foi debitado em uma única parcela. Liguei para o SAC e pedi para iniciarem o processo de cancelamento do meu pedido para então eu poder comprar de novo de forma parcelada. A capa foi cancelada e o Kindle chegou na minha casa! (HAHAHA). Quando entrei em contato com o SAC me pediram para devolver o Kindle via Correios, para cancelar a minha compra e só assim eu comprar de novo o mesmo produto! Não fazia sentido nenhum! E como eu moro em uma região muito afetada pela pandemia de SARS-COV2 não quis me expor ao perigo de ir a uma agência dos correios. A Amazon se retirou da responsabilidade de resolver meu problema e pediu que eu entrasse em contato com a mantenedora do meu cartão de crédito. Resumindo: paguei o kindle em uma única parcela e não recebi a capa para ele!",Avaliado no Brasil em 30 de abril de 2020,"1,0 de 5 estrelas"
Dayane Freire,Melhor que o esperado.,"Eu tinha horror em ler eBook, achava péssimo, cansava a vista, entediava... Acabei achando esse Kindle super baratinho à vista na Black Friday, resolvi aproveitar, tava precisando revisar alguns contos e achei mais prático ler os originais em formato digital.Quando o Kindle chegou eu nem acreditei que tinha algo dentro da caixa, de tão leve que era. HahahahaAo ligar a tela... A experiência nada se assemelha com as leituras anteriores em celular e notebook. É super confortável ler nesse negocinho minúsculo.Tem luz, dá pra ajustar o tamanho da fonte, a tela tem um toque fosco gostosinho... Enfim, só elogios. Atende exatamente ao que eu precisava e até um pouco mais.",Avaliado no Brasil em 9 de dezembro de 2020,"5,0 de 5 estrelas"
Larissa Gobi,"Apresentou alguns problemas, mas foram solucionados.","Adquiri o produto e, após uma semana estranhei que a bateria não dura como no anuncio. Em quatro dias de uso (uso contínuo) a bateria zerou (o que no anuncio falava que demorava SEMANAS). Outro grave problema que enfrentei foi que o kindle do nada, durante uma leitura, ""travou"". Não saia da tela de descanso, nem quando plugado no computador. Precisei fazer o desligamento de reconfiguração recomendado pela amazon, com apenas uma semana de uso.Não aconteceu mais, por isso não solicitei troca. Mas acho que por ser de 2gb, e custar o que custa, podia ser um pouco melhor.",Avaliado no Brasil em 28 de junho de 2019,"3,0 de 5 estrelas"
Wilton Campos de Abreu,Livros ilegíveis,"Muitos dos ebooks começaram a se tornar ilegíveis no Kindle com o decorrer do tempo. Infelizmente, parece ser proposital para forçar a compra do produto físico. É necessário realizar zoom de cada página individualmente. A leitura se torna desconfortável logo de início e rapidamente se torna inviável. Essa não é uma plataforma para ler livros tanto quanto ela é para *comprar* livros. Essa iniciativa não evita o desmatamento. Muito pelo contrário, ela fomenta a prática forçando o usuário a comprar o mesmo livro duas vezes: uma em versão digital, ilegível, e depois a versão impressa. Não acredito que os livros fiquem muito melhores mesmo numa tela maior, porque no Cloud Reader os mesmos livros também não ficam legíveis.",Avaliado no Brasil em 3 de abril de 2020,"2,0 de 5 estrelas"
Cliente Amazon,Meu primeiro Kindle - Muito satisfeito,"Prós:Tecnologia de tela incomparável, ótimo para ler em qualquer ambiente sem forçar a vista; tamanho, leveza, designe, praticidade, a capinha original é linda e seu mecanismo de ligar automaticamente ao abrir dá a sensação de estar abrindo um livro. Eficiente iluminação, bateria, ler vários formatos inclusive PDF, ótimo custo-benefício.Contra:Densidade de pixel poderia ser melhor, os mais exigentes poderão enxergar os pixels das letras dependendo da fonte.No que o modelo básico leva vantagem em relação ao Paperwhite.1. É mais barato.2. O logotipo da parte frontal é mais discreto.3. A tela tem menos reflexo.4. Tem a cor branca disponível5. É um aparelho para experimentar a tecnologia, mas os mais exigentes vão querer trocar em breve por uma tela de maior resolução.",Avaliado no Brasil em 17 de dezembro de 2020,"4,0 de 5 estrelas"
Rodrigo Trage,Não sabe se troca o papel pelo kindle?,"Primeiro, você não precisa fazer essa escolha. Pode continuar com os dois! O kindle é um ótimo complemento e facilita demais para quem viaja, também acho que ele ajude na aplicação da leitura dinâmica, tornando a leitura mais fluida e rápida devido ao tamanho da tela e da facilidade de ler em qualquer lugar! Esse é o meu segundo e acho fantástico.",Avaliado no Brasil em 27 de novembro de 2020,"5,0 de 5 estrelas"
Cliente Amazon,Não gostei muito,"Ele é bem leve, o que facilita pra ler deitado ou em posições que cansem, diferente dos celulares modernos que são mais pesados. Minha decepção foi com a qualidade da imagem da tela, parece de um celular antigo tipo Nokia 2005, o sistema dele tbm é bem lento. O touch da tela é bom, só precisa tocar uma vez, porém não adianta muito porque o sistema é lento. Ele poderia ser um pouquinho maior também. Comprei na promoção da Black Friday por 320, não compre por mais que isso  não vale a pena.",Avaliado no Brasil em 2 de dezembro de 2021,"3,0 de 5 estrelas"
Roberta C.,A capinha do Kindle de 8a serve e a iluminação é maravilhosa,"Tinha um Kindle de 8a geração e resolvi trocar por esse por conta da luz embutida, e foi a melhor coisa que fiz, pois estava deixando de ler antes de dormir!!Parece que o aparelho de 10a é bem mais ergonomico que o anterior, a pegada dele é bem boa.Outro ponto que me deixou bastante feliz foi o fato de que a capinha do meu Kindle anterior serviu nesse. Ele é uns 2mm menor que o anterior, mas ainda assim ficou firme na capinha, porém o ligar/hibernar da abertura da capinha não funciona nesse novo modelo, mas ainda assim é melhor que gastar pelo menos 60 reais em uma nova capinha...A experiência tá sendo maravilhosa :))",Avaliado no Brasil em 4 de maio de 2020,"5,0 de 5 estrelas"
Prado,Utilidade máxima,"Ótimo pedaço de tecnologia, uma das melhores compras dos últimos tempos em termos tecnológicos, diferente de muitas techs inúteis, o kindle é extremamente útil, não somente para utilizá-lo para livros, mas também para ler PDF's para faculdade, trabalho, etcetera.Recomendo o uso de um app chamado Calibre, do seu computador você consegue converter praticamente tudo para seu kindle, dando muito mais funcionalidade ainda para ele.",Avaliado no Brasil em 6 de março de 2021,"5,0 de 5 estrelas"
Leticia Leobaldo,Melhor investimento,"O kindle é um aparelho ótimo e muito útil.Não dói os olhos pra ler sem a iluminação (quando há somente iluminação natural), também não dói  pra ler com a iluminação embutida. O único ponto ruim é que o material é menos emborrachado, então escorrega um pouco da mão, porém não eh um ponto que o desvaloriza pois há capinhas ótimas pra protegê-lo que além disso, ainda são melhor de segurar.A bateria dura umas 3 semanas usando a iluminação embutida porém como não a uso 100% do tempo, ela acaba durando mais, como sempre.Enfim, é ótimo. Recurso ótimo e que, no meu ver, vale a pena!",Avaliado no Brasil em 6 de junho de 2020,"5,0 de 5 estrelas"
Fernanda,Sensação de estar lendo uma xerox,"Essa foi a primeira sensação que eu tive: estou lendo a xerox de um livro. Deu-me um nervosismo ver a tela toda preta e branca no primeiro momento. Como algumas pessoas já haviam comentado, dependendo da qualidade do material a ser lido, não há muita nitidez devida a baixa resolução da tela. Ele é pequeno, em comparação ao meu celular, um Samsung A31, a tela é maior na horizontal, mas menor na vertical. Se quiser ler deitado, precisa configurar manualmente e isso é um pouco incômodo até se habituar a lidar com as funções no modo paisagem. Só questão de hábito mesmo porque para voltar para o modo retrato, tem que configurar novamente manualmente. Não tem opção de selecionar para girar automaticamente. Se o texto tiver link, dá para clicar nele. O que é maravilhoso!! Dá pra pesquisar palavras em dicionário. Quem usa o app no celular e decidir comprar, prepare-se para uma coisa: ao fazer o download dos livros, suas páginas não estarão marcadinhas. Vai ter que marcar tudo outra vez. Quase chorei. rs E os meus livros também não apareceram separados por pastas como estavam no celular. Durabilidade da bateria ainda não aferida. Apesar dessas pontuações negativas, só de ter as facilidades que também citei, acho que vale a pena.",Avaliado no Brasil em 25 de junho de 2021,"4,0 de 5 estrelas"
Marco Antonio Almeida Bezerra,Decepção,"Pra mim, uma decepção. Tenho um Lev da saraiva que comprei a 4 anos e é muito superior (Só perde no toque na tela e velocidade, para um aparelho antigo tá ainda exelente). O Lev, de quatro anos atrás, já tinha modo noturno (fundo preto com letras brancas) inadmissível o kindle não ter, nao adinta a luz a noite pq ainda é forte e cansativo para ler devido a luz. Ainda tem tela maior, botão físico para mudança da página (uma coisa simples que ajuda muita para passar as folhas com conforto). Se tivesse o modo noturno, resolveria todos os problemas. Coisa de software que poderia resolver com uma atualização. Enfim, minha opinião.",Avaliado no Brasil em 6 de agosto de 2020,"1,0 de 5 estrelas"
Wanderlan,Entrega Demorada,"Sobre o produto, nada a reclamar, atendeu minhas expectativas e é muito mais bonito na versão branca. Mas essa 1 estrela vai pro transporte, que demorou mais de 1 mês pra chegar. Sou do Amazonas, então no geral as coisas dificilmente chegam rápido aqui, quando peço livros costuma chegar entre 10 a 15 dias. Mas o Kindle demorou mais de 1 mês, acredito que já esteja na hora de atender melhor as pessoas que moram no norte. Talvez uma 1 semana seria razoável, pois com certeza, se os pedidos chegassem mais rápido, eu pediria muito mais, tanto que, comprei o kindle para não esperar semanas para ler um novo livro. Por favor, se puderem um dia resolver isso, seria maravilhoso, amo a Amazon, fazer uma entrega mais rápido faria uma grande diferença.",Avaliado no Brasil em 6 de abril de 2021,"1,0 de 5 estrelas"
Kah,Lerdo e gastador de bateria,"Aaah, que saudade do meu 7a geração... morreu após 4 anos de intenso uso, e como me faz falta. Este novo Kindle de cara não me agradou, pois é lerdíssimo para responder, tanto para sair da hibernação quando para ir e voltar para a página inicial, o que já me deixou aflita no primeiro uso. O pior ainda foi ver que a bateria não dura 72 horas. Em pouco menos de 3 dias já precisava recarregar. Ontem fui dormir com ele a 20% e hoje de manhã cedo já nem ligou, com 2 semanas de uso!! Entrei em pânico, mas depois de 1 hora no carregador voltou a reiniciar. Já vi que daqui a pouco será só no carregador, aff.Ainda bem que existem Kindles antigos usados por aí, viu...",Avaliado no Brasil em 8 de março de 2021,"2,0 de 5 estrelas"
Cliente Kindle,DECEPÇÃO!!!!,"O produto em se até  que é  bom, mas fiquei bastante decepcionada  quando o produto chegou e só tinha 2,75 GB sendo que eu paguei por um produto de 4 GB, é a tela demora a reconhecer toque além também  de ter um atraso quando eu passo de uma página  para outra tanto no livro quando no início é também  quando eu clico para abrir algo de um rápido apagão na tela, fiquei bastante decepcionada, e agora depois de 5 meses de uso ele está travando MUITO  e as vezes a tela nem sai da descanso mesmo eu apertando no Power, realmente essa foi a compra mais decepcionante da minha vida. :(",Avaliado no Brasil em 6 de dezembro de 2019,"1,0 de 5 estrelas"
Karen,Maravilhoso,"Chegou rápido, muito bem embalado, e veio o Kindle e o cabo USB (mas não a fonte!) para carregar. A interface é intuitiva e fácil de usar, e dá para customizar várias coisas para facilitar a leitura. Dá para ler perfeitamente sob o sol, a tela não dá reflexo! Único ponto negativo é que não aparece o número de páginas do livro, fica só aqueles ""loc xxxx"". Mas aparece a porcentagem de progresso do livro, então pessoalmente não me incomoda muito. A bateria realmente dura bastante! Ah, e eu recomendo o uso do software Calibre para manejar ebooks - os pdfs gratuitos e afins que pretende ler no Kindle podem ser processados, convertidos, e enviados ao seu dispositivo por esse software, me ajudou muito!",Avaliado no Brasil em 11 de junho de 2021,"5,0 de 5 estrelas"
Lucas Dutra,Vou dar uma Analise bem Detalhada para ajudar quem ta indeciso a comprar ele logo,"A BATERIA:bem quando ele chegou, tava com 50-48%, ele chegou numa quinta a noite nesse dia eu ja usei ele, na quarta feira ele tava com 12% de bateria, e eu leio diariamente nele.e mais um dado sobre a bateria: ele gasta 1% a cada 30min de leitura sem iluminação.estranhamente com iluminação no 10 (50%) continuou com o mesmo consumo, acredito que o consumo seja mais de 1% mas menos de 2%agora ele gasta muita bateria com o Wi-Fi ativo, ele fica em 1% em +-10min, mas não tem problema, afinal essa não é a principal função dele.TELA:a resolução dele apesar de ser menor que a do paperwhite é boa, e a tela tem um bom brilho maximo dá até pra usar ele como lanterna colocando na iluminação máxima, e a tela possui uma textura diferente da dos Smartphones é bem agradável ao toque.FACILIDADE DE USO:é bem fácil de usar, passar livros para ele é bem simples e tem umas 3 formas: via E-mail, via Cabo USB e adquirindo pela Loja.alias ao enviar por E-mail se botar o assunto do e-mail como Convert, o arquivo enviado é convertido para o kindle na nuvem.TAMANHO E PESO:quando eu comprei eu tava com medo do tamanho da tela, medo que fosse pequena, por que eu tenho um celular de 5.5 polegadas e de 5 polegadas para 6 eu pensei não haver muita diferença, mas me surpreendi ao recebe-lo, eu diria que ele tem o tamanho perfeito.ele é leve e tem uma boa pegada.",Avaliado no Brasil em 2 de dezembro de 2020,"5,0 de 5 estrelas"
betogois,"Necessário ter uma assinatura ""ilimitada"".","Muito bom pra estudar, ler. Inicialmente tem que se acostumar a velocidade de resposta da tela, bem mais lenta do que estamos acostumados.Ainda sobre primeiras impressões, achei pequeno.Depois que se acostumar, vai dar um salto significativo em leitura, pra quem gosta de ler se apaixona.É necessário ter uma assinatura ""ilimitada"", só que não, só deixa pegar 10 livros por vez, se não gostar tem que devolver pra ver outro, poderia ser 15 pelo menos.A tela iluminada só é necessária em ambientes com baixíssima luz, podendo ficar desligada, incrível que uma tecnologia tão antiga, num dispositivo que usamos até hoje.Os papéis de parede em tela de descanso são um charme, como se remetesse a coisas antigas ek escalas de preto, branco e cinza.Se for assinante prime, tem como ler também os livos do prime Reading.É tão levinho que não dá pra sentir que está segurando algo, deveria ter alguma coisa ante derrapante nas bordas, já que é feito de plástico.Livros com imagens não é bom, tenho que ver no celular, como vejo muitos livros de culinária, não dá só pelo celular ou computador.",Avaliado no Brasil em 11 de abril de 2021,"5,0 de 5 estrelas"
Igo Monteiro,O Kindle perfeito para quem é apaixonado pela leitura!,"Comprei com a finalidade de me ajudar nas leituras de PDF's e E-Books da faculdade de Psicologia porque a tela do notebook estava acabando com a minha visão e posso dizer, após 3 meses de uso, que essa foi a melhor compra que fiz esse ano. Ler é confortável aos olhos acima de tudo, mesmo com a iluminação ativada, a textura áspera da tela também é outro diferencial.Ler, também, se torna muito mais rápido e dinâmico, toda a biblioteca organizada em pastas e na palma da mão. Outro diferencial é o peso e a bateria, muito leve sem a capa e a bateria dura, com o meu uso, por volta de 3 semanas com uma única carga. Enfim, se eu pudesse resumir o Kindle pra mim é que ele é, atualmente, a melhor experiência de leitura disponível, resgatou minha vontade de ler e me estimula todo dia a aprender algo diferente.Prós: Preço muito bom em promoções, leve (sério é muito leve), compacto e portátil, iluminação imbutida é ótima, tela capacitiva tem uma qualidade suficiente e confortável tanto à leitura quanto ao toque (tenta imitar papel), bateria dura semanas realmente (com wi-fi desativado e brilho no médio), é resistente (o plástico da carcaça é bem duro), aceita muitos formatos de leitura (MOBI, PDF, AZW3, DOC etc.), enviar livros é fácil e rápido (dá pra enviar via cabo usb, via email, via aplicativo de celular ou computador e via loja Amazon, as leituras e as marcações feitas ficam organizadas em pastas e sincronizadas em todos os dispositivos na última página que você leu e o armazenamento é mais que suficiente para entupir de livros o quanto quiser.Contras: Preço fora de promoções especiais é alto (não indicado a compra por mais de R$350,00), não tem modo noturno (que deixa a tela preta as letras brancas, isso só nos paperwhites infelizmente), não mostra as capas dos PDF's na tela de bloqueio, somente de E-books formato MOBI ou AZW3 (um ranço meu com a Amazon inclusive, não custa nada implementar isso via sistema para PDF também), apresenta algumas lentidões a depender do peso do livro carregado e tem acessórios caros (todos).Dica Extra: Não compre este modelo se estiver acima de R$ 350,00 reais, simplesmente não vale tudo isso. Se você for paciente para comprar em promoções como Semana do Consumidor, Semana de Leitura, Prime Day ou Black Friday você acha esse Kindle 10°gen até por R$270,00 reais, o que pode ser uma economia MUITO importante já que acessórios para ele são abusivamente caros e infelizmente não baixam de preço junto ele durante as promoções (inclusive, apesar disso, é altamente recomendado que você compre junto com ele uma capa do tipo Smart Cover magnética ou Sleeve Case tipo bolsa, essa última inclusive vai deixar ele beeem protegido)",Avaliado no Brasil em 27 de dezembro de 2021,"5,0 de 5 estrelas"
